ntdll-x86-5.1.2600.5512.dll: PE32 executable (DLL) (32bits) (console) i386 (Mon Apr 14 08:11:24 2008)
  Export ntdll.dll
    Ordinal  Hint     Entry      Name
    -------- -------- ---------- --------
    0x0001   0x016f   0x000572fb PropertyLengthAsVariant
    0x035b   0x0359   0x000235bd RtlUpcaseUnicodeToMultiByteN
    0x035c   0x035a   0x0002b175 RtlUpcaseUnicodeToOemN
    0x035d   0x035b   0x0002a23d RtlUpdateTimer
    0x035e   0x035c   0x000287a2 RtlUpperChar
    0x035f   0x035d   0x0005ccb1 RtlUpperString
    0x0360   0x035e   0x0005f9a0 RtlUsageHeap
    0x0361   0x0360   0x000179ad RtlValidAcl
    0x0362   0x0361   0x0002c5f9 RtlValidRelativeSecurityDescriptor
    0x0363   0x0362   0x000341e2 RtlValidSecurityDescriptor
    0x0364   0x0363   0x00012364 RtlValidSid
    0x0365   0x0364   0x0005f6d0 RtlValidateHeap
    0x0366   0x0365   0x0005f8f3 RtlValidateProcessHeaps
    0x0367   0x0366   0x0001524a RtlValidateUnicodeString
    0x0368   0x0367   0x00033ec7 RtlVerifyVersionInfo
    0x0369   0x0368   0x0005dbf2 RtlWalkFrameChain
    0x036a   0x0369   0x0005edd9 RtlWalkHeap
    0x036b   0x036a   0x00050bd3 RtlWriteMemoryStream
    0x036c   0x036b   0x00030370 RtlWriteRegistryValue
    0x036d   0x036c   0x0005c65f RtlZeroHeap
    0x036e   0x036d   0x00002064 RtlZeroMemory
    0x036f   0x036e   0x00055675 RtlZombifyActivationContext
    0x0370   0x036f   0x0001f8b6 RtlpApplyLengthFunction
    0x0371   0x0370   0x0001d667 RtlpEnsureBufferSize
    0x0372   0x0371   0x00050dc0 RtlpNotOwnerCriticalSection
    0x0373   0x0372   0x00064e73 RtlpNtCreateKey
    0x0374   0x0373   0x0002d971 RtlpNtEnumerateSubKey
    0x0375   0x0374   0x00064ecc RtlpNtMakeTemporaryKey
    0x0376   0x0375   0x00028c47 RtlpNtOpenKey
    0x0377   0x0376   0x00028b86 RtlpNtQueryValueKey
    0x0378   0x0377   0x00064ea0 RtlpNtSetValueKey
    0x0379   0x0378   0x0001a667 RtlpUnWaitCriticalSection
    0x037a   0x0379   0x0001a59f RtlpWaitForCriticalSection
    0x037b   0x037a   0x0005c990 RtlxAnsiStringToUnicodeSize
    0x037c   0x037b   0x0005c990 RtlxOemStringToUnicodeSize
    0x037d   0x037c   0x0005c96b RtlxUnicodeStringToAnsiSize
    0x037e   0x037d   0x0005c96b RtlxUnicodeStringToOemSize
    0x037f   0x037e   0x00033e89 VerSetConditionMask
    0x0380   0x037f   0x0000c240 ZwAcceptConnectPort
    0x0381   0x0380   0x0000c250 ZwAccessCheck
    0x0382   0x0381   0x0000c260 ZwAccessCheckAndAuditAlarm
    0x0383   0x0382   0x0000c270 ZwAccessCheckByType
    0x0384   0x0383   0x0000c280 ZwAccessCheckByTypeAndAuditAlarm
    0x0385   0x0384   0x0000c290 ZwAccessCheckByTypeResultList
    0x0386   0x0385   0x0000c2a0 ZwAccessCheckByTypeResultListAndAuditAlarm
    0x0387   0x0386   0x0000c2b0 ZwAccessCheckByTypeResultListAndAuditAlarmByHandle
    0x0388   0x0387   0x0000c2c0 ZwAddAtom
    0x0389   0x0388   0x0000c2d0 ZwAddBootEntry
    0x038a   0x0389   0x0000c2e0 ZwAdjustGroupsToken
    0x038b   0x038a   0x0000c2f0 ZwAdjustPrivilegesToken
    0x038c   0x038b   0x0000c300 ZwAlertResumeThread
    0x038d   0x038c   0x0000c310 ZwAlertThread
    0x038e   0x038d   0x0000c320 ZwAllocateLocallyUniqueId
    0x038f   0x038e   0x0000c330 ZwAllocateUserPhysicalPages
    0x0390   0x038f   0x0000c340 ZwAllocateUuids
    0x0391   0x0390   0x0000c350 ZwAllocateVirtualMemory
    0x0392   0x0391   0x0000c360 ZwAreMappedFilesTheSame
    0x0393   0x0392   0x0000c370 ZwAssignProcessToJobObject
    0x0394   0x0393   0x0000c380 ZwCallbackReturn
    0x0395   0x0394   0x0000c390 ZwCancelDeviceWakeupRequest
    0x0396   0x0395   0x0000c3a0 ZwCancelIoFile
    0x0397   0x0396   0x0000c3b0 ZwCancelTimer
    0x0398   0x0397   0x0000c3c0 ZwClearEvent
    0x0399   0x0398   0x0000c3d0 ZwClose
    0x039a   0x0399   0x0000c3e0 ZwCloseObjectAuditAlarm
    0x039b   0x039a   0x0000c3f0 ZwCompactKeys
    0x039c   0x039b   0x0000c400 ZwCompareTokens
    0x039d   0x039c   0x0000c410 ZwCompleteConnectPort
    0x039e   0x039d   0x0000c420 ZwCompressKey
    0x039f   0x039e   0x0000c430 ZwConnectPort
    0x03a0   0x039f   0x0000c440 ZwContinue
    0x03a1   0x03a0   0x0000c450 ZwCreateDebugObject
    0x03a2   0x03a1   0x0000c460 ZwCreateDirectoryObject
    0x03a3   0x03a2   0x0000c470 ZwCreateEvent
    0x03a4   0x03a3   0x0000c480 ZwCreateEventPair
    0x03a5   0x03a4   0x0000c490 ZwCreateFile
    0x03a6   0x03a5   0x0000c4a0 ZwCreateIoCompletion
    0x03a7   0x03a6   0x0000c4b0 ZwCreateJobObject
    0x03a8   0x03a7   0x0000c4c0 ZwCreateJobSet
    0x03a9   0x03a8   0x0000c4d0 ZwCreateKey
    0x03aa   0x03a9   0x0000d3b0 ZwCreateKeyedEvent
    0x03ab   0x03aa   0x0000c4e0 ZwCreateMailslotFile
    0x03ac   0x03ab   0x0000c4f0 ZwCreateMutant
    0x03ad   0x03ac   0x0000c500 ZwCreateNamedPipeFile
    0x03ae   0x03ad   0x0000c510 ZwCreatePagingFile
    0x03af   0x03ae   0x0000c520 ZwCreatePort
    0x03b0   0x03af   0x0000c530 ZwCreateProcess
    0x03b1   0x03b0   0x0000c540 ZwCreateProcessEx
    0x03b2   0x03b1   0x0000c550 ZwCreateProfile
    0x03b3   0x03b2   0x0000c560 ZwCreateSection
    0x03b4   0x03b3   0x0000c570 ZwCreateSemaphore
    0x03b5   0x03b4   0x0000c580 ZwCreateSymbolicLinkObject
    0x03b6   0x03b5   0x0000c590 ZwCreateThread
    0x03b7   0x03b6   0x0000c5a0 ZwCreateTimer
    0x03b8   0x03b7   0x0000c5b0 ZwCreateToken
    0x03b9   0x03b8   0x0000c5c0 ZwCreateWaitablePort
    0x03ba   0x03b9   0x0000c5d0 ZwDebugActiveProcess
    0x03bb   0x03ba   0x0000c5e0 ZwDebugContinue
    0x03bc   0x03bb   0x0000c5f0 ZwDelayExecution
    0x03bd   0x03bc   0x0000c600 ZwDeleteAtom
    0x03be   0x03bd   0x0000c610 ZwDeleteBootEntry
    0x03bf   0x03be   0x0000c620 ZwDeleteFile
    0x03c0   0x03bf   0x0000c630 ZwDeleteKey
    0x03c1   0x03c0   0x0000c640 ZwDeleteObjectAuditAlarm
    0x03c2   0x03c1   0x0000c650 ZwDeleteValueKey
    0x03c3   0x03c2   0x0000c660 ZwDeviceIoControlFile
    0x03c4   0x03c3   0x0000c670 ZwDisplayString
    0x03c5   0x03c4   0x0000c680 ZwDuplicateObject
    0x03c6   0x03c5   0x0000c690 ZwDuplicateToken
    0x03c7   0x03c6   0x0000c6a0 ZwEnumerateBootEntries
    0x03c8   0x03c7   0x0000c6b0 ZwEnumerateKey
    0x03c9   0x03c8   0x0000c6c0 ZwEnumerateSystemEnvironmentValuesEx
    0x03ca   0x03c9   0x0000c6d0 ZwEnumerateValueKey
    0x03cb   0x03ca   0x0000c6e0 ZwExtendSection
    0x03cc   0x03cb   0x0000c6f0 ZwFilterToken
    0x03cd   0x03cc   0x0000c700 ZwFindAtom
    0x03ce   0x03cd   0x0000c710 ZwFlushBuffersFile
    0x03cf   0x03ce   0x0000c720 ZwFlushInstructionCache
    0x03d0   0x03cf   0x0000c730 ZwFlushKey
    0x03d1   0x03d0   0x0000c740 ZwFlushVirtualMemory
    0x03d2   0x03d1   0x0000c750 ZwFlushWriteBuffer
    0x03d3   0x03d2   0x0000c760 ZwFreeUserPhysicalPages
    0x03d4   0x03d3   0x0000c770 ZwFreeVirtualMemory
    0x03d5   0x03d4   0x0000c780 ZwFsControlFile
    0x03d6   0x03d5   0x0000c790 ZwGetContextThread
    0x03d7   0x03d6   0x0000c7a0 ZwGetDevicePowerState
    0x03d8   0x03d7   0x0000c7b0 ZwGetPlugPlayEvent
    0x03d9   0x03d8   0x0000c7c0 ZwGetWriteWatch
    0x03da   0x03d9   0x0000c7d0 ZwImpersonateAnonymousToken
    0x03db   0x03da   0x0000c7e0 ZwImpersonateClientOfPort
    0x03dc   0x03db   0x0000c7f0 ZwImpersonateThread
    0x03dd   0x03dc   0x0000c800 ZwInitializeRegistry
    0x03de   0x03dd   0x0000c810 ZwInitiatePowerAction
    0x03df   0x03de   0x0000c820 ZwIsProcessInJob
    0x03e0   0x03df   0x0000c830 ZwIsSystemResumeAutomatic
    0x03e1   0x03e0   0x0000c840 ZwListenPort
    0x03e2   0x03e1   0x0000c850 ZwLoadDriver
    0x03e3   0x03e3   0x0000c870 ZwLoadKey2
    0x03e4   0x03e2   0x0000c860 ZwLoadKey
    0x03e5   0x03e4   0x0000c880 ZwLockFile
    0x03e6   0x03e5   0x0000c890 ZwLockProductActivationKeys
    0x03e7   0x03e6   0x0000c8a0 ZwLockRegistryKey
    0x03e8   0x03e7   0x0000c8b0 ZwLockVirtualMemory
    0x03e9   0x03e8   0x0000c8c0 ZwMakePermanentObject
    0x03ea   0x03e9   0x0000c8d0 ZwMakeTemporaryObject
    0x03eb   0x03ea   0x0000c8e0 ZwMapUserPhysicalPages
    0x03ec   0x03eb   0x0000c8f0 ZwMapUserPhysicalPagesScatter
    0x03ed   0x03ec   0x0000c900 ZwMapViewOfSection
    0x03ee   0x03ed   0x0000c910 ZwModifyBootEntry
    0x03ef   0x03ee   0x0000c920 ZwNotifyChangeDirectoryFile
    0x03f0   0x03ef   0x0000c930 ZwNotifyChangeKey
    0x03f1   0x03f0   0x0000c940 ZwNotifyChangeMultipleKeys
    0x03f2   0x03f1   0x0000c950 ZwOpenDirectoryObject
    0x03f3   0x03f2   0x0000c960 ZwOpenEvent
    0x03f4   0x03f3   0x0000c970 ZwOpenEventPair
    0x03f5   0x03f4   0x0000c980 ZwOpenFile
    0x03f6   0x03f5   0x0000c990 ZwOpenIoCompletion
    0x03f7   0x03f6   0x0000c9a0 ZwOpenJobObject
    0x03f8   0x03f7   0x0000c9b0 ZwOpenKey
    0x03f9   0x03f8   0x0000d3c0 ZwOpenKeyedEvent
    0x03fa   0x03f9   0x0000c9c0 ZwOpenMutant
    0x03fb   0x03fa   0x0000c9d0 ZwOpenObjectAuditAlarm
    0x03fc   0x03fb   0x0000c9e0 ZwOpenProcess
    0x03fd   0x03fc   0x0000c9f0 ZwOpenProcessToken
    0x03fe   0x03fd   0x0000ca00 ZwOpenProcessTokenEx
    0x03ff   0x03fe   0x0000ca10 ZwOpenSection
    0x0400   0x03ff   0x0000ca20 ZwOpenSemaphore
    0x0401   0x0400   0x0000ca30 ZwOpenSymbolicLinkObject
    0x0402   0x0401   0x0000ca40 ZwOpenThread
    0x0403   0x0402   0x0000ca50 ZwOpenThreadToken
    0x0404   0x0403   0x0000ca60 ZwOpenThreadTokenEx
    0x0405   0x0404   0x0000ca70 ZwOpenTimer
    0x0406   0x0405   0x0000ca80 ZwPlugPlayControl
    0x0407   0x0406   0x0000ca90 ZwPowerInformation
    0x0408   0x0407   0x0000caa0 ZwPrivilegeCheck
    0x0409   0x0408   0x0000cab0 ZwPrivilegeObjectAuditAlarm
    0x040a   0x0409   0x0000cac0 ZwPrivilegedServiceAuditAlarm
    0x040b   0x040a   0x0000cad0 ZwProtectVirtualMemory
    0x040c   0x040b   0x0000cae0 ZwPulseEvent
    0x040d   0x040c   0x0000caf0 ZwQueryAttributesFile
    0x040e   0x040d   0x0000cb00 ZwQueryBootEntryOrder
    0x040f   0x040e   0x0000cb10 ZwQueryBootOptions
    0x0410   0x040f   0x0000cb20 ZwQueryDebugFilterState
    0x0411   0x0410   0x0000cb30 ZwQueryDefaultLocale
    0x0412   0x0411   0x0000cb40 ZwQueryDefaultUILanguage
    0x0413   0x0412   0x0000cb50 ZwQueryDirectoryFile
    0x0414   0x0413   0x0000cb60 ZwQueryDirectoryObject
    0x0415   0x0414   0x0000cb70 ZwQueryEaFile
    0x0416   0x0415   0x0000cb80 ZwQueryEvent
    0x0417   0x0416   0x0000cb90 ZwQueryFullAttributesFile
    0x0418   0x0417   0x0000cba0 ZwQueryInformationAtom
    0x0419   0x0418   0x0000cbb0 ZwQueryInformationFile
    0x041a   0x0419   0x0000cbc0 ZwQueryInformationJobObject
    0x041b   0x041a   0x0000cbd0 ZwQueryInformationPort
    0x041c   0x041b   0x0000cbe0 ZwQueryInformationProcess
    0x041d   0x041c   0x0000cbf0 ZwQueryInformationThread
    0x041e   0x041d   0x0000cc00 ZwQueryInformationToken
    0x041f   0x041e   0x0000cc10 ZwQueryInstallUILanguage
    0x0420   0x041f   0x0000cc20 ZwQueryIntervalProfile
    0x0421   0x0420   0x0000cc30 ZwQueryIoCompletion
    0x0422   0x0421   0x0000cc40 ZwQueryKey
    0x0423   0x0422   0x0000cc50 ZwQueryMultipleValueKey
    0x0424   0x0423   0x0000cc60 ZwQueryMutant
    0x0425   0x0424   0x0000cc70 ZwQueryObject
    0x0426   0x0425   0x0000cc80 ZwQueryOpenSubKeys
    0x0427   0x0426   0x0000cc90 ZwQueryPerformanceCounter
    0x0428   0x0427   0x0000d3f0 ZwQueryPortInformationProcess
    0x0429   0x0428   0x0000cca0 ZwQueryQuotaInformationFile
    0x042a   0x0429   0x0000ccb0 ZwQuerySection
    0x042b   0x042a   0x0000ccc0 ZwQuerySecurityObject
    0x042c   0x042b   0x0000ccd0 ZwQuerySemaphore
    0x042d   0x042c   0x0000cce0 ZwQuerySymbolicLinkObject
    0x042e   0x042d   0x0000ccf0 ZwQuerySystemEnvironmentValue
    0x042f   0x042e   0x0000cd00 ZwQuerySystemEnvironmentValueEx
    0x0430   0x042f   0x0000cd10 ZwQuerySystemInformation
    0x0431   0x0430   0x0000cd20 ZwQuerySystemTime
    0x0432   0x0431   0x0000cd30 ZwQueryTimer
    0x0433   0x0432   0x0000cd40 ZwQueryTimerResolution
    0x0434   0x0433   0x0000cd50 ZwQueryValueKey
    0x0435   0x0434   0x0000cd60 ZwQueryVirtualMemory
    0x0436   0x0435   0x0000cd70 ZwQueryVolumeInformationFile
    0x0437   0x0436   0x0000cd80 ZwQueueApcThread
    0x0438   0x0437   0x0000cd90 ZwRaiseException
    0x0439   0x0438   0x0000cda0 ZwRaiseHardError
    0x043a   0x0439   0x0000cdb0 ZwReadFile
    0x043b   0x043a   0x0000cdc0 ZwReadFileScatter
    0x043c   0x043b   0x0000cdd0 ZwReadRequestData
    0x043d   0x043c   0x0000cde0 ZwReadVirtualMemory
    0x043e   0x043d   0x0000cdf0 ZwRegisterThreadTerminatePort
    0x043f   0x043e   0x0000d3d0 ZwReleaseKeyedEvent
    0x0440   0x043f   0x0000ce00 ZwReleaseMutant
    0x0441   0x0440   0x0000ce10 ZwReleaseSemaphore
    0x0442   0x0441   0x0000ce20 ZwRemoveIoCompletion
    0x0443   0x0442   0x0000ce30 ZwRemoveProcessDebug
    0x0444   0x0443   0x0000ce40 ZwRenameKey
    0x0445   0x0444   0x0000ce50 ZwReplaceKey
    0x0446   0x0445   0x0000ce60 ZwReplyPort
    0x0447   0x0446   0x0000ce70 ZwReplyWaitReceivePort
    0x0448   0x0447   0x0000ce80 ZwReplyWaitReceivePortEx
    0x0449   0x0448   0x0000ce90 ZwReplyWaitReplyPort
    0x044a   0x0449   0x0000cea0 ZwRequestDeviceWakeup
    0x044b   0x044a   0x0000ceb0 ZwRequestPort
    0x044c   0x044b   0x0000cec0 ZwRequestWaitReplyPort
    0x044d   0x044c   0x0000ced0 ZwRequestWakeupLatency
    0x044e   0x044d   0x0000cee0 ZwResetEvent
    0x044f   0x044e   0x0000cef0 ZwResetWriteWatch
    0x0450   0x044f   0x0000cf00 ZwRestoreKey
    0x0451   0x0450   0x0000cf10 ZwResumeProcess
    0x0452   0x0451   0x0000cf20 ZwResumeThread
    0x0453   0x0452   0x0000cf30 ZwSaveKey
    0x0454   0x0453   0x0000cf40 ZwSaveKeyEx
    0x0455   0x0454   0x0000cf50 ZwSaveMergedKeys
    0x0456   0x0455   0x0000cf60 ZwSecureConnectPort
    0x0457   0x0456   0x0000cf70 ZwSetBootEntryOrder
    0x0458   0x0457   0x0000cf80 ZwSetBootOptions
    0x0459   0x0458   0x0000cf90 ZwSetContextThread
    0x045a   0x0459   0x0000cfa0 ZwSetDebugFilterState
    0x045b   0x045a   0x0000cfb0 ZwSetDefaultHardErrorPort
    0x045c   0x045b   0x0000cfc0 ZwSetDefaultLocale
    0x045d   0x045c   0x0000cfd0 ZwSetDefaultUILanguage
    0x045e   0x045d   0x0000cfe0 ZwSetEaFile
    0x045f   0x045e   0x0000cff0 ZwSetEvent
    0x0460   0x045f   0x0000d000 ZwSetEventBoostPriority
    0x0461   0x0460   0x0000d010 ZwSetHighEventPair
    0x0462   0x0461   0x0000d020 ZwSetHighWaitLowEventPair
    0x0463   0x0462   0x0000d030 ZwSetInformationDebugObject
    0x0464   0x0463   0x0000d040 ZwSetInformationFile
    0x0465   0x0464   0x0000d050 ZwSetInformationJobObject
    0x0466   0x0465   0x0000d060 ZwSetInformationKey
    0x0467   0x0466   0x0000d070 ZwSetInformationObject
    0x0468   0x0467   0x0000d080 ZwSetInformationProcess
    0x0469   0x0468   0x0000d090 ZwSetInformationThread
    0x046a   0x0469   0x0000d0a0 ZwSetInformationToken
    0x046b   0x046a   0x0000d0b0 ZwSetIntervalProfile
    0x046c   0x046b   0x0000d0c0 ZwSetIoCompletion
    0x046d   0x046c   0x0000d0d0 ZwSetLdtEntries
    0x046e   0x046d   0x0000d0e0 ZwSetLowEventPair
    0x046f   0x046e   0x0000d0f0 ZwSetLowWaitHighEventPair
    0x0470   0x046f   0x0000d100 ZwSetQuotaInformationFile
    0x0471   0x0470   0x0000d110 ZwSetSecurityObject
    0x0472   0x0471   0x0000d120 ZwSetSystemEnvironmentValue
    0x0473   0x0472   0x0000d130 ZwSetSystemEnvironmentValueEx
    0x0474   0x0473   0x0000d140 ZwSetSystemInformation
    0x0475   0x0474   0x0000d150 ZwSetSystemPowerState
    0x0476   0x0475   0x0000d160 ZwSetSystemTime
    0x0477   0x0476   0x0000d170 ZwSetThreadExecutionState
    0x0478   0x0477   0x0000d180 ZwSetTimer
    0x0479   0x0478   0x0000d190 ZwSetTimerResolution
    0x047a   0x0479   0x0000d1a0 ZwSetUuidSeed
    0x047b   0x047a   0x0000d1b0 ZwSetValueKey
    0x047c   0x047b   0x0000d1c0 ZwSetVolumeInformationFile
    0x047d   0x047c   0x0000d1d0 ZwShutdownSystem
    0x047e   0x047d   0x0000d1e0 ZwSignalAndWaitForSingleObject
    0x047f   0x047e   0x0000d1f0 ZwStartProfile
    0x0480   0x047f   0x0000d200 ZwStopProfile
    0x0481   0x0480   0x0000d210 ZwSuspendProcess
    0x0482   0x0481   0x0000d220 ZwSuspendThread
    0x0483   0x0482   0x0000d230 ZwSystemDebugControl
    0x0484   0x0483   0x0000d240 ZwTerminateJobObject
    0x0485   0x0484   0x0000d250 ZwTerminateProcess
    0x0486   0x0485   0x0000d260 ZwTerminateThread
    0x0487   0x0486   0x0000d270 ZwTestAlert
    0x0488   0x0487   0x0000d280 ZwTraceEvent
    0x0489   0x0488   0x0000d290 ZwTranslateFilePath
    0x048a   0x0489   0x0000d2a0 ZwUnloadDriver
    0x048b   0x048a   0x0000d2b0 ZwUnloadKey
    0x048c   0x048b   0x0000d2c0 ZwUnloadKeyEx
    0x048d   0x048c   0x0000d2d0 ZwUnlockFile
    0x048e   0x048d   0x0000d2e0 ZwUnlockVirtualMemory
    0x048f   0x048e   0x0000d2f0 ZwUnmapViewOfSection
    0x0490   0x048f   0x0000d300 ZwVdmControl
    0x0491   0x0490   0x0000d310 ZwWaitForDebugEvent
    0x0492   0x0491   0x0000d3e0 ZwWaitForKeyedEvent
    0x0493   0x0492   0x0000d320 ZwWaitForMultipleObjects
    0x0494   0x0493   0x0000d330 ZwWaitForSingleObject
    0x0495   0x0494   0x0000d340 ZwWaitHighEventPair
    0x0496   0x0495   0x0000d350 ZwWaitLowEventPair
    0x0497   0x0496   0x0000d360 ZwWriteFile
    0x0498   0x0497   0x0000d370 ZwWriteFileGather
    0x0499   0x0498   0x0000d380 ZwWriteRequestData
    0x049a   0x0499   0x0000d390 ZwWriteVirtualMemory
    0x049b   0x049a   0x0000d3a0 ZwYieldExecution
    0x049c   0x049b   0x0000d9c6 _CIcos
    0x049d   0x049c   0x0000da82 _CIlog
    0x049e   0x049d   0x0000d402 _CIpow
    0x049f   0x049e   0x000006d1 _CIsin
    0x04a0   0x049f   0x0000077f _CIsqrt
    0x04a1   0x04a0   0x0002bca2 __isascii
    0x04a2   0x04a1   0x0006ea4b __iscsym
    0x04a3   0x04a2   0x0006ea05 __iscsymf
    0x04a4   0x04a3   0x0006e9f3 __toascii
    0x04a5   0x04a4   0x0000083b _alldiv
    0x04a6   0x04a5   0x000008e5 _alldvrm
    0x04a7   0x04a6   0x000009c4 _allmul
    0x04a8   0x04a7   0x000009f8 _alloca_probe
    0x04a9   0x04a8   0x00000a35 _allrem
    0x04aa   0x04a9   0x00000ae9 _allshl
    0x04ab   0x04aa   0x00000b08 _allshr
    0x04ac   0x04ab   0x0006ea91 _atoi64
    0x04ad   0x04ac   0x00000b29 _aulldiv
    0x04ae   0x04ad   0x00000b91 _aulldvrm
    0x04af   0x04ae   0x00000c26 _aullrem
    0x04b0   0x04af   0x00000c9b _aullshr
    0x04b1   0x04b0   0x000009f8 _chkstk
    0x04b2   0x04b1   0x0007a448 _fltused
    0x04b3   0x04b2   0x00000cba _ftol
    0x04b4   0x04b3   0x0006ec0d _i64toa
    0x04b5   0x04b4   0x0006ed2f _i64tow
    0x04b6   0x04b5   0x0002dd64 _itoa
    0x04b7   0x04b6   0x0002d081 _itow
    0x04b8   0x04b7   0x0006ed89 _lfind
    0x04b9   0x04b8   0x0006eb4e _ltoa
    0x04ba   0x04b9   0x0006ec67 _ltow
    0x04bb   0x04ba   0x00000ce1 _memccpy
    0x04bc   0x04bb   0x0006edc2 _memicmp
    0x04bd   0x04bc   0x0006edd2 _snprintf
    0x04be   0x04bd   0x0001afca _snwprintf
    0x04bf   0x04be   0x0006ee30 _splitpath
    0x04c0   0x04bf   0x00012244 _strcmpi
    0x04c1   0x04c0   0x00012244 _stricmp
    0x04c2   0x04c1   0x0006ef78 _strlwr
    0x04c3   0x04c2   0x00018c7d _strnicmp
    0x04c4   0x04c3   0x0006efa5 _strupr
    0x04c5   0x04c4   0x0006efd2 _tolower
    0x04c6   0x04c5   0x0006f01f _toupper
    0x04c7   0x04c6   0x0006ec45 _ui64toa
    0x04c8   0x04c7   0x0006ed67 _ui64tow
    0x04c9   0x04c8   0x0006eb7a _ultoa
    0x04ca   0x04c9   0x0006ec93 _ultow
    0x04cb   0x04ca   0x0002ef67 _vsnprintf
    0x04cc   0x04cb   0x0006f031 _vsnwprintf
    0x04cd   0x04cc   0x00012758 _wcsicmp
    0x04ce   0x04cd   0x00023c49 _wcslwr
    0x04cf   0x04ce   0x000175cd _wcsnicmp
    0x04d0   0x04cf   0x0006f0a7 _wcsupr
    0x04d1   0x04d0   0x0006f0dd _wtoi
    0x04d2   0x04d1   0x0006f0ed _wtoi64
    0x04d3   0x04d2   0x00035c4a _wtol
    0x04d4   0x04d3   0x0006f18a abs
    0x04d5   0x04d4   0x00000d34 atan
    0x04d6   0x04d5   0x00023c89 atoi
    0x04d7   0x04d6   0x00023c96 atol
    0x04d8   0x04d7   0x000145d3 bsearch
    0x04d9   0x04d8   0x00000dd7 ceil
    0x04da   0x04d9   0x0000d9da cos
    0x04db   0x04da   0x0006f19f fabs
    0x04dc   0x04db   0x00000f18 floor
    0x04dd   0x04dc   0x0006e918 isalnum
    0x04de   0x04dd   0x0006e7dc isalpha
    0x04df   0x04de   0x0006e9c0 iscntrl
    0x04e0   0x04df   0x0002bc79 isdigit
    0x04e1   0x04e0   0x0006e988 isgraph
    0x04e2   0x04e1   0x0006e847 islower
    0x04e3   0x04e2   0x0006e950 isprint
    0x04e4   0x04e3   0x0006e8e5 ispunct
    0x04e5   0x04e4   0x0006e8b2 isspace
    0x04e6   0x04e5   0x0006e814 isupper
    0x04e7   0x04e6   0x0006f257 iswalpha
    0x04e8   0x04e7   0x00025dd1 iswctype
    0x04e9   0x04e8   0x00025e75 iswdigit
    0x04ea   0x04e9   0x0006f272 iswlower
    0x04eb   0x04ea   0x0006f2a5 iswspace
    0x04ec   0x04eb   0x0006f28a iswxdigit
    0x04ed   0x04ec   0x0006e87a isxdigit
    0x04ee   0x04ed   0x0006f18a labs
    0x04ef   0x04ee   0x0000da7e log
    0x04f0   0x04ef   0x00023d0c mbstowcs
    0x04f1   0x04f0   0x00001060 memchr
    0x04f2   0x04f1   0x00001107 memcmp
    0x04f3   0x04f2   0x000011b3 memcpy
    0x04f4   0x04f3   0x000014f5 memmove
    0x04f5   0x04f4   0x00001835 memset
    0x04f6   0x04f5   0x0000d3fd pow
    0x04f7   0x04f6   0x0001f7b8 qsort
    0x04f8   0x04f7   0x000006e5 sin
    0x04f9   0x04f8   0x00024fa4 sprintf
    0x04fa   0x04f9   0x00000793 sqrt
    0x04fb   0x04fa   0x0006f2bd sscanf
    0x04fc   0x04fb   0x0000189d strcat
    0x04fd   0x04fc   0x0000dbed strchr
    0x04fe   0x04fd   0x00001983 strcmp
    0x04ff   0x04fe   0x0000188d strcpy
    0x0500   0x04ff   0x00001a08 strcspn
    0x0501   0x0500   0x00001a45 strlen
    0x0502   0x0501   0x00001ac0 strncat
    0x0503   0x0502   0x00001be5 strncmp
    0x0504   0x0503   0x00001c1d strncpy
    0x0505   0x0504   0x00001d1d strpbrk
    0x0506   0x0505   0x00001d56 strrchr
    0x0507   0x0506   0x00001d7d strspn
    0x0508   0x0507   0x0000db5e strstr
    0x0509   0x0508   0x0006f4b2 strtol
    0x050a   0x0509   0x0006f4d1 strtoul
    0x050b   0x050a   0x000178bb swprintf
    0x050c   0x050b   0x00001dce tan
    0x050d   0x050c   0x0006efe4 tolower
    0x050e   0x050d   0x00023113 toupper
    0x050f   0x050e   0x00029c26 towlower
    0x0510   0x050f   0x0006f4f0 towupper
    0x0511   0x0510   0x0001f704 vDbgPrintEx
    0x0512   0x0511   0x0001de5b vDbgPrintExWithPrefix
    0x0513   0x0512   0x0006f504 vsprintf
    0x0514   0x0513   0x00017512 wcscat
    0x0515   0x0514   0x00013d62 wcschr
    0x0516   0x0515   0x00034824 wcscmp
    0x0517   0x0516   0x00012340 wcscpy
    0x0518   0x0517   0x00034aee wcscspn
    0x0519   0x0518   0x0000f22a wcslen
    0x051a   0x0519   0x00017f24 wcsncat
    0x051b   0x051a   0x0001d80f wcsncmp
    0x051c   0x051b   0x0000f95f wcsncpy
    0x051d   0x051c   0x0006f562 wcspbrk
    0x051e   0x051d   0x00013a71 wcsrchr
    0x051f   0x051e   0x0006f5ab wcsspn
    0x0520   0x051f   0x00022c0f wcsstr
    0x0521   0x0520   0x00029303 wcstol
    0x0522   0x0521   0x0006f5f9 wcstombs
    0x0523   0x0522   0x00034191 wcstoul
